,weight,CONS_Total,vatax,table_row
2470,27.522736,121978.2769411214,4716.936808390094,13
911,295.2125,121978.53276804452,1948.3778464420732,13
7091,25.168598,122221.3125180804,7283.136674154332,13
1720,52.15741,122413.18271041644,1790.7884618033763,13
5750,38.3758,122413.18271041647,5426.0890392642295,13
3162,97.15881,122502.72213350667,3762.4465582488942,14
7702,5.4345107,122592.2615565968,5784.246731624904,14
2698,38.8643,122630.63559506403,7616.223328049758,14
6285,26.83466,122707.38367199848,5207.612846924218,14
43,98.33422,122771.34040277716,1772.8805771853426,14
1849,34.00876,122950.41924895748,2242.067154177827,14
3800,29.326443,123014.37597973619,1044.0296732313682,14
2508,22.197142,123027.16732589193,7807.8376934627195,14
2533,18.706116,123036.5050085856,3393.060622232711,14
718,112.26112,123129.49809513782,773.6206154990582,14
6183,237.85577,123180.66347976083,3989.876692897923,14
2539,18.706116,123196.01309514769,9475.419909094027,14
888,132.31612,123206.24617207228,1844.5121156574774,14
3594,74.96866,123308.57694131817,11504.025078624889,14
4503,24.940506,123423.69905671982,10911.274097767971,14
6025,124.206345,123436.49040287556,1511.4254617620493,14
2510,34.016243,123513.23847980998,4598.74476991107,14
6020,124.206345,123589.98655674444,6378.788500943625,14
861,136.58437,123602.77790290017,3207.3021350898466,14
2724,29.07668,123641.15194136735,4523.531654515329,14
833,171.42734,123694.23602791369,9752.902581250457,14
760,117.26942,123825.34732601,3545.7611543706857,14
4361,42.775,123833.02213370343,1729.9016541020615,14
4179,9.430191,123858.60482601491,6602.637058669048,14
122,51.15682,123935.35290294935,2050.452788764866,14
5821,81.92224,123948.1442491051,6052.865000895411,14
7687,14.959192,124076.05771066251,7166.735424137113,14
7241,68.84874,124178.3884799084,1740.6463848728818,14
2142,37.998817,124195.01722991088,8832.705930152793,14
1109,309.6829,124441.8902107166,8772.35635899002,14
2577,58.077995,124447.00674917886,4650.6776353033665,14
1466,126.47286,124549.33751842476,2023.5909618378153,14
2038,49.549534,124613.29424920352,3348.7744235723126,14
6027,124.206345,124664.45963382645,3497.409865901994,14
5668,1089.485,124760.3947299945,13186.470838489162,14
8232,24.37103,124830.74713385105,7019.890770269234,14
6163,575.9806,124880.12173001218,3110.348847767811,14
1728,52.15741,124894.7038646297,1146.1046155541608,14
5256,433.94748,124920.28655694121,4853.036731487149,14
752,56.47284,124958.66059540847,3488.4559235929773,14
6697,24.096428,124973.4985569491,9699.196835280976,14
6712,17.83481,125055.87482619206,8947.85362824675,14
6415,12.151855,125137.73944158875,6667.105443293969,14
6479,28.112497,125165.24083582361,12909.79402114054,14
7325,16.64761,125201.69617236746,3671.1163466969215,14
2480,26.609756,125240.07021083464,1454.1202309843416,14
8131,23.546463,125252.86155699042,7091.522308741369,14
384,68.58108,125316.81828776916,2906.44967350688,14
3385,176.28096,125329.60963392485,9081.08828980492,14
7716,26.575855,125495.89713394943,2369.213134965867,14
7525,14.8723545,125547.19043203397,11316.010198020153,14
2071,60.86941,125559.85386472815,3928.9898851966072,14
1331,115.188896,125636.60194166255,2854.516808114582,14
1452,38.80647,125684.1857493619,5569.3521162085,14
3779,100.74752,125750.06118206398,12730.482372460167,14
1219,119.60596,125764.5154032199,3026.432500447705,14
2940,15.618823,125909.51810324143,7183.454225216508,14
3230,79.86316,126071.50771095767,4276.402846786463,14
2507,22.197142,126122.67309558058,2238.48557725422,14
3737,29.680702,126130.09207635096,2274.301346490288,14
1474,99.90126,126135.46444173637,6813.950097161847,14
773,19.23379,126148.2557878921,5515.628462354398,14
1202,85.200554,126186.62982635929,770.0390385754519,14
277,100.94386,126263.37790329372,775.4114039608619,14
2402,16.129852,126360.4642206158,6426.405566142977,14
6433,26.686504,126429.66540331839,3092.691673534431,14
1228,67.67703,126468.03944178554,1889.2818272025618,14
1249,80.23771,126570.37021103145,2358.468404195046,14
6545,34.97718,126608.7442494987,4530.694808362543,14
6175,152.13943,126685.49232643312,5959.744000881636,14
1511,114.54365,126698.28367258883,4500.251404511884,14
7035,60.159092,126787.82309567904,644.6838462492155,14
1868,26.315783,126813.40578799049,6149.567577832793,14
7692,13.619173,126890.15386492491,1737.0648079492746,14
5939,67.399086,126928.5279033921,653.6377885582323,14
6992,70.651955,127142.6550380392,4791.684318785767,14
6419,12.151855,127145.9807880397,709.1522308741369,14
1085,89.92519,127222.72886497411,3742.7478851690566,14
691,133.4445,127273.89424959707,2825.864192725728,14
251,54.15656,127273.89424959708,590.9601923951141,14
201,39.42824,127299.4769419086,3724.840000551023,14
6347,22.14924,127350.6423265315,12163.035232568529,14
6512,38.846363,127473.4392496266,6736.229877919581,14
3118,9.857168,127478.55578808891,5680.381000840309,14
846,146.05061,127516.92982655614,4460.85405835221,14
83,40.371567,127529.72117271183,2381.74865419849,14
2710,67.027565,127555.30386502332,10848.596501604852,14
6084,404.87186,127798.33944198236,3035.3864427567223,14
3885,87.20996,127805.75842275268,5994.807638963745,14
596,319.76175,127823.92213429383,2981.6627889026213,14
2252,35.907143,127857.17963429874,6791.744320235484,14
3759,28.205776,127875.08751891679,5191.495750767987,14
7207,38.883312,127926.25290353975,5424.298250802427,14
1981,813.6556,127939.0442496955,376.06557697870886,15
4008,127.7897,127966.16190354568,15999.119012366782,15
1879,59.000076,128050.58478817352,7112.510349513707,15
248,64.665504,128066.95771125288,796.9008655025025,15
6162,575.9806,128156.49713434302,2777.5129042570356,15
5768,174.11394,128169.28848049876,6205.082020148698,15
7363,8.802377,128194.87117281026,11930.232732534094,15
705,212.86377,128271.61924974469,4548.602692980577,15
8102,21.334108,128297.20194205616,20970.132887717533,15
4511,34.058643,128297.20194205616,644.6838462492153,15
3863,109.51949,128322.78463436762,4537.857962209755,15
3712,41.947998,128368.32182668208,16618.73182015075,15
6567,34.554947,128373.95001899061,2353.0960388096364,15
3950,94.18676,128403.37011514878,10809.736391983719,15
890,142.93713,128412.32405745782,6545.33182789134,15
6357,7.7411227,128476.28078823649,537.2365385410128,15
7297,17.655386,128578.61155748244,3366.682308190348,15
5855,119.457886,128923.97790368732,893.6034424398847,15
8264,26.52439,128938.04838445866,15898.799042736557,15
6667,41.945633,128975.14328831028,2211.6237503271686,15
4477,19.454187,129028.61111524126,5441.489820035739,15
3519,41.42308,129090.26540371194,6966.167116415132,15
1248,80.23771,129192.59617295783,2084.4777695391294,15
8348,63.570885,129243.76155758079,4770.660462244194,15
3370,118.533745,129397.25771144967,9347.915770613623,15
217,59.118416,129402.75799029664,2593.831731729864,15
8295,38.516888,129453.53963453491,15208.091933018994,15
2874,35.25833,129499.58848069559,4118.813462147766,15
119,42.731747,129589.12790378573,6901.698731790213,15
1154,88.78912,129678.66732687586,1737.0648079492744,15
1905,32.699314,129717.04136534309,1334.1374040435153,15
3327,58.939434,129780.99809612178,5461.904808500297,15
3399,52.317963,129832.16348074477,9235.09609752001,15
2431,22.06793,129844.95482690047,3816.170212102994,15
5417,529.2156,129870.537519212,18181.87525268968,15
313,13.8066025,129896.12021152346,8980.804135943932,15
212,59.118416,129919.9121153731,5277.202886549897,15
288,55.652454,129921.70290383496,18117.406868064758,15
302,38.577274,130003.95125961634,6732.343866957465,15
7523,14.8723545,130062.40771154809,5630.238923909814,15
1679,29.338541,130075.19905770378,1964.4949425983034,15
6668,41.945633,130287.27957696596,7889.461831551719,15
3053,11.962647,130369.40001928576,1396.8150002066336,15
8271,24.235373,130380.40057697971,5531.494848125977,15
8120,31.434721,130471.73078853165,4512.786923744507,15
3489,170.756,130522.89617315463,6149.567577832794,15
6685,25.719946,130599.64425008907,2954.800961975571,15
291,21.042149,130663.60098086772,2709.4629427085088,15
3402,111.36749,130663.60098086773,1925.097596438629,15
1795,54.22572,130791.51444242513,7050.334174119892,15
7039,60.159092,130804.3057885809,6976.911847185955,15
4478,19.454187,130886.5541443623,989.2852699540391,15
8265,26.52439,130906.63655782677,5023.16163535847,15
4066,19.067984,130932.21925013825,7206.1327702967865,15
3535,104.73712,131085.71540400712,4922.87748149748,15
2974,8.147934,131136.88078863008,4729.472327622716,15
823,87.6315,131175.2548270973,3554.715096679701,15
3555,123.28684,131200.8375194088,6255.2240970791945,15
5931,67.399086,131290.3769424989,2134.619846469625,15
7676,4.2993827,131290.37694249893,2772.140538871627,15
8108,21.334108,131341.54232712183,2052.243577226669,15
3573,94.13754,131546.2038656137,6942.886866411689,15
478,58.017788,131597.36925023666,1711.9937694840276,15
3169,97.15881,131622.95194254813,13613.573886629263,15
3608,53.27932,131622.95194254816,6751.27250099873,15
4104,206.13034,131686.90867332686,3438.3138466624823,15
263,33.126137,131738.0740579498,6670.687020217578,15
3533,104.73712,131776.448096417,3975.5503852034954,15
3087,3.5855932,131789.23944257275,4403.548827574502,15
7630,23.091848,131802.03078872844,3391.753346655594,15
1133,110.92172,131802.03078872847,2936.893077357537,15
805,89.676605,131802.0307887285,7986.916539643058,15
935,133.54916,131814.8221348842,5275.662808472745,15
1131,110.92172,131853.19617335143,7689.645654983697,15
8088,26.67125,131942.73559644158,4342.662019873186,15
7565,6.4490743,131968.31828875304,2895.704942736059,15
6575,21.526144,131978.1932079853,8416.70577047587,15
6666,41.945633,132121.81444262195,2070.1514618447027,15
5639,325.4606,132134.60578877767,2238.4855772542196,15
6481,15.979737,132171.18903878308,5961.284078958786,15
4176,9.430191,132185.77117340063,10605.049270799593,15
7391,17.688889,132236.9365580236,5837.970385479007,15
1181,28.085289,132288.10194264652,2870.633904270812,15
7051,4.1379266,132377.6413657367,5497.720577736364,15
3868,109.51949,132406.93354843333,2160.2102135887944,15
595,319.76175,132440.31896189984,8806.918576302822,15
2214,15.703077,132454.38944267115,6165.684673989024,15
281,55.652454,132479.97213498256,2902.868096583273,15
7033,60.159092,132492.8913945999,3418.633081467263,15
680,56.51165,132518.34617344983,6948.259231797099,15
6015,84.23392,132556.72021191707,2399.6565388165245,15
7720,26.413164,132697.42501963014,9362.242078308052,15
7690,13.619173,132741.29933694436,6492.378213075815,15
8074,33.233223,132785.17365425854,10871.626041223644,15
7193,52.060753,132953.25194274494,1536.496500227297,15
6046,170.50514,132968.60155813184,9170.98587058745,15
1974,58.437584,133042.79136583512,1387.8610578976165,15
750,56.47284,133063.0016927612,4646.343927225804,15
2365,108.83637,133170.7048273925,291.89851927395034,15
8076,33.233223,133298.6182889499,3146.4153273885318,15
3097,26.228762,133400.94905819578,1862.4200002755113,15
6072,203.73329,133413.74040435153,2983.453577364425,15
7942,47.690212,133464.90578897446,644.6838462492153,15
501,55.937046,133503.27982744167,2743.487923482772,15
7688,14.959192,133682.35867362202,4188.654212158095,15
770,19.23379,133720.73271208923,2437.263096514395,15
4208,6.1944494,133746.31540440067,5325.8048854032395,15
3094,26.228762,133784.6894428679,2704.090577323099,15
4500,24.940506,134062.51748137054,4585.70782990914,15
189,44.88992,134104.4730967614,3746.3294620926627,15
6207,121.09514,134199.5127986985,6198.68890534006,15
3703,41.88771,134206.8038660073,7492.658924185326,15
4335,51.338806,134232.38655831874,3427.569115891662,15
606,203.28836,134305.93679871428,5203.58357288516,15
806,89.676605,134486.42269297174,2925.897636202065,15
6054,86.38418,134513.796173745,4998.090596893222,15
1291,205.54321,134526.58751990076,6104.7978662877085,15
3542,115.414444,134543.08835644167,6491.608174037238,15
695,133.4445,134577.75290452372,4485.9250968174565,16
6651,8.268382,134718.45771223682,5956.162423958029,16
3083,3.5855932,134718.45771223682,2897.495731197863,16
3946,90.298065,134718.45771223682,3678.2795005441344,16
6469,34.529484,134769.62309685978,7408.491866480567,16
6557,9.132086,134795.20578917128,4548.602692980577,16
7157,42.232895,134948.70194304013,6987.656577956774,16
1227,67.67703,135005.62343343318,10655.9972025379,16
6680,25.719946,135007.92587574123,10436.05256365921,16
7132,20.65163,135076.6154045975,14542.993098305218,16
5875,160.5961,135076.61540459754,7102.267039512191,16
8093,42.030693,135087.61596229143,6913.983540638183,16
5785,89.62013,135153.3634815319,2238.48557725422,16
3891,105.22584,135175.49251038136,845.2521539711937,16
4515,34.058643,135319.6509815565,358.1576923606753,16
2920,6.887675,135447.56444311392,997.4691732244803,16
7309,90.23863,135473.14713542542,2641.4129811599805,16
1502,40.43889,135588.269250827,2969.127269669997,16
6524,46.38562,135588.26925082703,4867.363039181575,16
295,21.042149,135601.06059698277,5372.365385410128,16
7891,13.027424,135639.43463545002,3878.847808266114,16
8183,12.541931,135663.86610660746,6615.011406940111,16
8065,44.575405,135905.57138356628,11412.078835842054,16
224,46.043842,136138.2971355238,1781.8345194943595,16
2743,30.687809,136253.41925092542,3737.375519783645,16
6872,32.29128,136279.00194323692,6729.7830394570865,16
7028,33.36095,136279.00194323692,6149.567577832796,16
6909,72.4451,136419.96257787317,5130.608943066672,16
2765,26.924545,136509.24617404025,5007.044539202239,16
1124,86.10694,136534.8288663517,3327.284962030673,16
1207,85.200554,136562.45817404808,3818.2475267186874,16
6489,15.979737,136622.57750098006,8817.591675535172,16
2215,15.703077,136649.95098175335,5513.8376738925945,16
2304,41.119083,136662.74232790907,3792.8899620995508,16
1545,95.17082,136685.76675098937,12617.537344174227,16
1253,59.44499,136739.49040484353,2938.6838658193406,16
3374,118.533745,136790.65578946643,6351.926674016575,16
4832,321.71817,136790.65578946646,5225.520731542252,16
1573,35.968292,136816.23848177795,6849.765866397915,16
2405,16.129852,136817.77344331663,19082.856743592194,16
7986,60.104656,136819.9479721631,2050.972117418789,16
4263,19.834152,136843.73987601275,5992.2468114633675,16
6247,215.5185,136867.40386640085,8459.684693559147,16
3040,6.6599073,136867.40386640085,1364.580807894173,16
932,133.54916,136880.1952125566,7043.171020272679,16
8225,21.37011,136931.36059717956,1806.9055579596065,16
3263,91.7781,136944.1519433353,7252.693270303673,16
6150,227.04887,137174.3961741386,5350.875923868489,16
290,21.042149,137212.77021260583,9278.075020603292,16
6307,9.74755,137276.7269433845,6070.772885513445,16
5741,353.87787,137313.31019338995,14188.1662724835,16
2261,47.689175,137353.47502031893,2829.445769649334,16
4272,36.542923,137388.26748186254,6079.225407053156,16
2843,6.438478,137404.6404049419,2002.1015002961753,16
4190,7.3679104,137468.5971357206,6720.829097148071,16
7041,30.693413,137514.6459818812,7404.193974172238,16
7884,14.864314,137609.55777035683,19462.32481864833,16
1451,38.80647,137673.2586742124,1575.8938463869713,16
3219,54.32797,137698.84136652388,5796.782250857528,16
1218,119.60596,137788.38078961405,9097.20538596115,16
5441,178.88979,137846.32558769957,19298.48558227794,16
29,45.856003,137967.4596357944,1694.085884865994,16
3497,154.19025,138018.62502041733,13384.352963518437,16
5853,119.457886,138191.30819351983,16386.609819731795,16
530,208.89374,138197.70386659767,10744.730770820255,16
998,77.17017,138274.45194353207,938.3731539849691,16
7935,19.531248,138389.57405893377,5094.793173830604,16
3508,140.36891,138415.15675124526,11443.138270923575,16
6352,7.7411227,138468.24083779153,15583.960523266902,16
730,89.918045,138586.9445301168,6866.65300159272,16
2635,49.21476,138607.02694358132,4018.529308286776,16
3408,111.36749,138619.818289737,5388.48248156636,16
6181,237.85577,138696.56636667147,2958.3825388991772,16
2933,22.875942,138759.2439628346,3890.4163017293627,16
4868,172.90579,138855.17905900264,14051.242586694012,16
6179,152.13943,138862.85386669607,3783.936019790534,16
6537,20.445454,138862.85386669607,626.7759616311816,16
3210,54.32797,138908.90271285677,9597.909839881377,16
8115,23.49589,139093.09809749937,5880.949308562287,16
6443,10.393106,139093.09809749937,1228.4808847971162,16
5381,292.29312,139197.34756866866,11128.22811991545,16
2029,31.89626,139272.17694367966,3689.0242313149547,16
1873,59.000076,139323.34232830265,1998.5199233725684,16
6706,31.419851,139374.50771292564,7096.89467412678,16
843,146.05061,139515.21252063874,3723.0492120892195,16
1224,67.67703,139537.46946294972,5330.711645788582,16
7976,21.691416,139732.6654052863,7671.737770365665,16
100,54.682346,139834.9961745322,1095.9625386236664,16
1872,59.000076,139873.3702129994,1817.6502887304264,16
3952,94.18676,139882.57998223152,7490.366714954218,16
2756,32.938705,139937.32694377808,1754.972692567309,16
6639,12.778408,139988.49232840101,3760.6557697870903,16
8018,57.506775,140014.0750207125,2095.22250030995,16
6447,10.393106,140173.07145342836,9871.596040498787,16
1764,51.161144,140204.15442458677,717.8554627985013,16
635,203.3606,140205.6893861255,16631.01662899872,16
4065,19.067984,140218.73655920435,8588.621462808991,16
105,54.682346,140343.73359383817,1339.1014696596344,16
6677,18.741667,140500.14617463056,6957.213174106116,16
307,38.577274,140588.02272272052,3096.0404479580025,16
3572,94.13754,140589.6855977208,8527.734655107679,16
1975,58.437584,140602.47694387645,3581.5769236067517,16
4847,213.82918,140605.54686695387,18463.458830423642,16
6318,15.227603,140684.7252996579,4502.812232012264,16
946,73.54543,140694.57463619782,8447.507332018886,16
3530,104.73712,140712.48252081586,6544.615512506619,16
1182,28.085289,140717.59905927815,4297.892308328103,16
4721,234.42424,140798.31245352083,7423.85683148284,16
6238,239.465,140935.0519439257,787.9469231934854,16
4189,25.30302,140960.63463623717,11944.55904022852,16
6363,18.860285,141024.59136701585,5506.674520045382,16
6231,239.465,141075.7567516388,3644.2545197698705,16
2160,16.414694,141088.54809779456,16930.11411788912,16
4098,117.62301,141201.11194396505,12117.907363331085,16
6461,34.529484,141229.25290550763,1611.7096156230384,16
884,132.31612,141240.25346320163,4755.313405126538,16
2937,22.875942,141267.6269439749,4197.608154467113,16
3265,91.7781,141306.0009824421,9145.556674429841,16
3827,61.437767,141320.07146321342,14380.210427127293,16
7135,20.65163,141395.5404055323,5121.655000757655,16
2075,60.86941,141421.12309784375,3466.9664620513367,16
314,13.8066025,141497.87117477815,3219.837654322471,16
678,221.30803,141612.99329017982,2070.1514618447027,17
5478,247.29996,141679.7641171128,19835.16697639579,17
36,46.41328,141687.95057865247,5187.663463459728,17
624,326.54654,141689.74136711424,1602.755673314022,17
7046,30.693413,141711.99830942525,7492.945450339215,17
6045,170.50514,141728.11540558145,4240.5870775503945,17
5142,269.1147,141730.28993442794,10780.85097409483,17
5915,560.28674,141793.35127097572,17698.541446848947,17
6280,26.83466,141812.28246328622,4484.134308355653,17
4964,240.02412,141859.99418444713,8278.850874686244,17
6952,37.782845,141881.61155945034,3112.3903466142674,17
3296,135.67116,141969.36019407868,2562.3675784559787,17
6200,121.09514,142111.85579025364,2274.301346490288,17
3790,101.49925,142205.10470372898,6356.027579594107,17
7124,17.991503,142342.1000210569,4912.1327507266615,17
6358,7.7411227,142352.3330979815,12794.825401892762,17
7342,20.766157,142354.89136721264,1534.7057117654933,17
3819,114.27587,142451.97768453474,3249.5468349037887,17
7369,8.802377,142585.13559801594,3026.4325004477064,17
1158,88.78912,142585.13559801594,2600.224846538503,17
3082,3.5855932,142609.18332878873,4738.426269931733,17
4332,51.338806,142713.04905957336,847.0429424329969,17
3996,155.47586,142725.84040572908,5898.857193180321,17
1509,40.43889,142828.17117497497,2148.9461541640517,17
3791,101.49925,142853.75386728643,2034.3356926086353,17
2534,18.706116,142892.12790575364,3329.075750492476,17
2435,22.06793,142892.12790575367,2784.67605810425,17
4206,6.1944494,143007.25002115528,8309.258462767664,17
1235,80.85772,143147.95482886845,3071.2022119927906,17
6368,18.860285,143199.1202134914,2770.3497504098227,17
810,128.22206,143312.57945389277,15128.348122814885,17
7052,4.1379266,143314.24232889301,1552.6135963835272,17
376,55.34569,143348.77896351356,19316.69790093448,17
2597,38.688583,143352.61636736023,2104.176442618967,17
4561,79.738495,143357.22125197633,10209.929704587297,17
4513,34.058643,143390.99040582747,895.3942309016882,17
6439,26.686504,143462.6219442996,18193.694456537585,17
1985,813.6556,143467.7384827619,53.72365385410128,17
987,119.42878,143480.52982891764,1038.657307845958,17
328,52.282356,143518.90386738486,1600.9648848522183,17
6320,27.396257,143570.0692520078,3726.630789012826,17
1205,85.200554,143595.65194431928,2650.366923468996,17
5911,560.28674,143608.18746355193,17698.32655223353,17
157,28.634676,143646.8173289422,1164.0125001721944,17
7704,5.4345107,143774.73079049957,2951.219385051964,17
7382,21.870773,143825.8961751226,11572.075040173415,17
958,107.31629,143855.31627128075,7618.014116511563,17
2320,38.39344,143932.57600206145,17876.259293798317,17
3220,84.322784,144015.20809822748,13203.12517118393,17
569,482.22647,144117.02721362715,5805.306403935712,17
512,36.918034,144297.3851944231,2630.417540004507,17
1064,169.30661,144439.88079059802,1814.0687118068204,17
7379,3.5273938,144478.25482906523,9093.623809037545,17
3178,134.48106,144514.0705983013,15214.180613789122,17
6617,15.618056,144670.1250214013,5204.031270000611,17
6167,575.9806,144695.7077137128,13749.673809726322,17
3492,154.19025,144708.4990598685,2387.1210195839003,17
944,73.54543,144734.08175217998,1982.4028272163378,17
7393,17.688889,144746.87309833575,3975.5503852034954,17
8226,21.37011,144835.13338681028,20276.918674153447,17
3030,30.361343,144900.36925220457,1891.072615664365,17
2265,47.689175,144900.3692522046,12485.377155693135,17
5971,187.94548,144925.95194451613,8248.37165506635,17
4472,19.454187,144964.32598298325,94.91178847557896,17
1779,42.733105,144989.9086752948,1611.709615623039,17
2840,6.438478,145066.65675222917,1778.2529425707526,17
6049,170.50514,145137.00915608575,10555.802588100003,17
3282,123.47266,145140.84655993248,12873.620094212109,17
1006,354.16647,145210.2012387889,11529.493672128658,17
7395,17.688889,145220.15290609802,7666.3654049802535,17
356,82.458916,145245.73559840955,2763.1865965626093,17
6224,192.24292,145245.73559840955,1273.2505963422007,17
2060,31.035814,145371.85827150513,8647.466771663852,17
925,409.7531,145387.15672150737,14079.279170852005,17
254,54.15656,145404.73203112534,6463.72559768696,17
7376,3.5273938,145412.02309843415,10529.836155403853,17
2113,64.70061,145463.18848305708,1647.5253848591055,17
6394,21.180649,145545.4368388385,5308.667039823784,18
3312,125.37223,145589.31115615263,5167.964790379892,18
5748,353.87787,145591.1019446145,6342.9727317075585,18
7531,17.07108,145603.89329077018,7934.98367425076,18
670,221.30803,145667.8500215489,2156.1093080112646,18
1520,208.46944,145693.43271386038,10610.421636185001,18
533,208.89374,145852.42914657618,7163.923886252079,18
5789,89.62013,145910.88559850794,8785.608193607364,18
7774,16.011494,146000.4250215981,2560.8275003788276,18
1665,78.3623,146128.33848315547,2772.140538871626,18
4577,33.257263,146230.6692524014,3227.000808169684,18
3443,75.27537,146256.25194471283,2231.322423407007,18
3252,127.97613,146371.37406011447,3218.046865860667,18
4022,131.0875,146399.77084858026,20474.478457259596,18
6362,18.860285,146460.91348320467,3384.5901928083804,18
7118,32.560333,146588.82694476206,895.3942309016882,18
1702,43.312157,146665.57502169648,10454.623040008108,18
7581,54.38719,146793.4884832539,7467.587885720077,18
6516,38.846363,146806.27982940964,18994.893214348413,18
1160,55.20113,146806.40774287118,12644.775236678259,18
442,33.06623,146819.07117556533,1744.2279617964882,18
6048,170.50514,146944.42636789157,12760.800421118496,18
6659,8.268382,146998.1500217457,9018.410693641803,18
3554,123.28684,147023.73271405714,3921.8267313493943,18
7075,36.291626,147100.48079099163,1360.9992309705658,18
1767,51.161144,147113.27213714737,3289.678404332802,18
6077,203.73329,147228.39425254898,9582.509059109865,18
3260,91.7781,147292.3509833277,9704.282674512497,18
26,45.856003,147398.3912429588,1667.7433865928665,18
3939,59.32726,147433.0557910408,612.4496539367547,18
1791,54.22572,147471.429829508,5698.288885458343,18
6522,46.38562,147484.22117566378,7238.366962609247,18
1179,78.390396,147535.38656028672,5157.470769993724,18
4135,20.287352,147564.67874298335,5233.203214043389,18
4634,36.481667,147583.63551798614,2037.5089697629512,18
7640,9.181732,147586.55194490962,2954.800961975571,18
859,241.08519,147623.1351949151,14374.408272511051,18
4437,57.97979,147637.71732953264,2804.3747311840875,18
4699,331.69144,147906.33559880313,20617.347560742273,18
5751,38.3758,147931.91829111456,6692.1764817592175,18
1118,84.210594,147957.50098342606,2319.071058035372,18
2989,17.629166,148143.99881037674,10290.909158830045,18
742,150.4157,148165.7440988415,3284.3060389473917,18
3048,6.6599073,148213.32790654083,5580.096846979319,18
2676,19.689718,148264.4932911638,6468.327924033795,18
1013,182.64189,148290.07598347528,5024.952423820275,18
2819,8.311476,148328.4500219425,1113.8704232417,18
5812,182.61954,148379.61540656546,4656.050000688778,18
2555,26.763088,148452.78190657627,3419.904541275144,18
4455,23.01741,148453.03773349937,3803.4018903703372,18
8186,12.541931,148622.65098352448,1441.584711751718,18
6774,15.477668,148703.2364643056,3513.526962058225,18
8177,46.722412,148748.77365662,7931.1513869425,18
7301,90.23863,148794.05502201142,20401.378472248784,18
311,13.8066025,148916.85194510643,676.9180385616762,18
6364,18.860285,148955.2259835737,1137.150673245144,18
7144,74.48268,148980.80867588514,1133.569096321537,18
2574,58.077995,149061.5220701279,4253.677741206177,18
6657,8.268382,149063.18494512813,5712.615193152771,18
4738,422.85324,149313.38367593437,20825.079022311464,18
444,33.06623,149390.13175286882,2089.8501349245394,18
3810,114.27587,149479.67117595897,2507.1038465247257,18
5788,89.62013,149503.97473365482,11057.939672789666,18
5874,160.5961,149505.2538682704,5110.910269986835,18
882,132.31612,149556.4192528934,6740.527770227907,18
6047,170.50514,149684.3327144508,18461.238252731007,18
8070,33.233223,149810.96704139258,11675.761692111832,18
70,39.18004,149901.78559909837,1674.3872117861565,18
3586,58.306698,149940.1596375655,8502.663616642432,18
4237,21.399605,149971.62634910864,8791.804321685204,18
8196,26.261633,149984.03395487973,1485.333673873574,18
6550,9.132086,150048.6302529662,10572.098763102413,18
3431,70.1006,150285.52598377044,10442.087520775487,18
1449,60.58247,150387.85675301636,1441.5847117517178,18
6083,404.87186,150426.2307914836,13405.842425060075,18
1808,31.608963,150477.39617610656,2843.7720773437613,18
7215,37.098106,150528.56156072952,5855.87827009704,18
1382,58.460526,150539.94585880812,1331.845194812407,18
7810,28.54508,150541.35290688527,8133.761193510934,18
1184,28.085289,150566.93559919673,1892.8634041261685,18
3597,74.96866,150605.30963766394,1754.9726925673094,18
2504,22.197142,150656.47502228688,7113.01177028301,18
7675,4.2993827,150656.47502228688,8112.271731969295,18
5474,247.29996,150671.31298382758,11624.294431719602,18
2998,23.808462,150771.5971376885,1020.7494232279244,18
4495,28.20857,151027.42406080329,14782.958752186869,18
1030,212.36339,151155.33752236067,8694.277982055391,18
3180,50.455013,151219.29425313938,11647.28815556916,18
7701,5.4345107,151232.08559929513,3637.0913659226567,18
7785,15.624219,151462.3298300984,2197.2974426327423,18
3694,83.84919,151507.45769933588,4825.329652406128,18
8144,25.81471,151539.0779070328,2770.349750409823,18
7085,26.70327,151539.07790703283,3406.079654350022,18
3683,40.077705,151605.92548204274,15367.14260104252,18
2576,58.077995,151641.40867627875,4969.4379815043685,18
6534,20.445454,151839.03497438488,8700.456202248613,18
7577,26.487268,151884.44425323774,1314.4387309636782,18
6305,9.74755,151897.23559939352,5084.048443059785,18
4708,215.22676,151952.11047440162,7887.151714435991,18
2795,42.31,151961.19233017217,2883.1694235034356,18
1104,309.6829,151961.1923301722,4802.894654556655,18
1671,29.338541,152025.14906095088,1767.5082117999323,18
7725,26.413164,152078.3610609588,6291.32639246915,18
1309,220.23491,152153.31834943136,21290.719838149573,18
3257,127.97613,152163.29559943284,14648.291459859254,18
7493,14.880207,152293.7673302214,2184.7619234001195,18
6658,8.268382,152396.0980994673,1335.9281925053187,18
1086,89.92519,152472.8461764017,3552.9243082178987,18
3577,94.13754,152472.8461764017,4319.381769869743,18
56,38.95181,152522.73242640914,12191.508769111206,18
6655,8.268382,152600.75963795913,1002.8415386098904,18
2465,27.746428,152651.92502258206,4713.355231466487,18
7936,19.531248,152677.50771489355,2256.393461872254,18
1978,58.437584,152698.1017822043,10634.794267150148,19
2715,67.027565,152843.79521491812,2965.545692746391,19
1342,114.87667,152894.96059954108,1540.0780771509035,19
421,48.016304,152905.1936764657,10576.038497718378,19
6526,46.38562,153086.83079187718,10522.673001556637,19
315,13.8066025,153112.4134841886,6196.128077839682,19
3346,90.01083,153125.20483034442,8232.254558910121,19
